source_updated_at,fetched_at,location,district,global_id_local,target_date,forecast_datetime_utc,forecast_datetime_local,period_hours,utci_c,thermal_level,thermal_level_order,thermal_color,thermal_stress_type,protection_required,recommendation_summary,source
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-06,2026-06-06T18:00:00,2026-06-06 19:00,3,14.8,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-06,2026-06-06T21:00:00,2026-06-06 22:00,3,13.2,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T00:00:00,2026-06-07 01:00,3,13,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T03:00:00,2026-06-07 04:00,3,12,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T06:00:00,2026-06-07 07:00,3,12.3,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T09:00:00,2026-06-07 10:00,3,15.6,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T12:00:00,2026-06-07 13:00,3,16.1,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T15:00:00,2026-06-07 16:00,3,16.6,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T18:00:00,2026-06-07 19:00,3,15.3,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-07,2026-06-07T21:00:00,2026-06-07 22:00,3,13.5,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-06-02T07:55:16,2026-06-02T12:26:31Z,Matosinhos,Porto,1130800,2026-06-08,2026-06-08T00:00:00,2026-06-08 01:00,3,13.2,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
